UUID,Domain,Topic,Level,FunctionMacro,FunctionMicro,GeneratedSentence,KoreanTranslation,Words,Keywords
,anime,,N3
,anime,,N3
,anime,,N3
,anime,,N3
,anime,,N3
,anime,,N4
,anime,,N4
,anime,,N4
,anime,,N4
,anime,,N4
,anime,,N5
,anime,,N5
,anime,,N5
,anime,,N5
,anime,,N5
0ff3e81c-4939-4c8d-b2f4-14fc0c3a3e33,anime,Akuyaku Reijou wa Ringoku no Outaishi ni Dekiai Sareru,고급 (Advanced),상호작용 (Interaction),관계 형성 (Relationship-building),アニメ『悪役令嬢は隣国の王太子に溺愛される』の放送を心待ちにしているあなたに、私たちの間でこの作品について語り合うことができることに感謝の気持ちでいっぱいです。ティアラローズのキャラクターから、私たちが強く共感できる力を得ることができると信じています。,"애니메이션 『악역령주가 이웃국의 왕태자에게 몰두한다』의 방영을 기다리는 당신에게, 우리가 이 작품에 대해 이야기할 수 있다는 것에 감사한 마음이 가득합니다. 티아라로즈의 캐릭터를 통해 우리가 강하게 공감할 수 있는 힘을 얻을 수 있다고 믿고 있습니다.",アニメ|『|悪役|令嬢|は|隣国|の|王|太子|に|溺愛|さ|れる|』|の|放送|を|心待ち|に|し|て|いる|あなた|に|、|私|たち|の|間|で|この|作品|について|語り合う|こと|が|できる|こと|に|感謝|の|気持ち|で|いっぱい|です|。|ティアラローズ|の|キャラクター|から|、|私|たち|が|強く|共感|できる|力|を|得る|こと|が|できる|と|信じ|て|い|ます|。,アニメ|悪役令嬢|キャラクター
13ed4865-9c11-437f-891a-87d3590f970d,anime,BLEACH,고급 (Advanced),상호작용 (Interaction),관계 형성 (Relationship-building),『BLEACH』の主人公である黒崎一護は、普通の高校生としての生活を送っているものの、彼の特異な能力により、霊的な存在たちとの関わりを通じて深い友情と感謝の感情を育んでいく様子が描かれており、彼の成長を祝福することが、アニメファンの間で共通の理解となっている。,"『BLEACH』의 주인공인 쿠로사키 이치고는 평범한 고등학생으로서의 생활을 보내고 있지만, 그의 특별한 능력 덕분에 영적인 존재들과의 관계를 통해 깊은 우정과 감사의 감정을 키워가는 모습이 그려져 있으며, 그의 성장을 축하하는 것은 애니메이션 팬들 사이에서 공통의 이해가 되고 있다.",『|BLEACH|』|の|主人公|で|ある|黒崎|一|護|は|、|普通|の|高校生|として|の|生活|を|送っ|て|いる|ものの|、|彼|の|特異|な|能力|により|、|霊的|な|存在|たち|と|の|関わり|を通じて|深い|友情|と|感謝|の|感情|を|育ん|で|いく|様子|が|描か|れ|て|おり|、|彼|の|成長|を|祝福|する|こと|が|、|アニメ|ファン|の|間|で|共通|の|理解|と|なっ|て|いる|。,BLEACH|友情|成長|感謝|アニメファン
